Table:CsvDropMgr,,,,
tid,name:s,group,probability,sub_group
21001202,战役-第10章-第01关-2星-战魂,210012,10000,21001202
21001301,战役-第10章-第01关-3星-铜币,210013,10000,21001301
21001302,战役-第10章-第01关-3星-战魂,210013,10000,21001302
21001401,战役-第10章-第01关-4星-铜币,210014,10000,21001401
21001402,战役-第10章-第01关-4星-战魂,210014,10000,21001402
21001501,战役-第10章-第01关-5星-铜币,210015,10000,21001501
21001502,战役-第10章-第01关-5星-战魂,210015,10000,21001502
21002101,战役-第10章-第02关-1星-铜币,210021,10000,21002101
21002102,战役-第10章-第02关-1星-战魂,210021,10000,21002102
21002201,战役-第10章-第02关-2星-铜币,210022,10000,21002201
21002202,战役-第10章-第02关-2星-战魂,210022,10000,21002202
21002301,战役-第10章-第02关-3星-铜币,210023,10000,21002301
21002302,战役-第10章-第02关-3星-战魂,210023,10000,21002302
21002401,战役-第10章-第02关-4星-铜币,210024,10000,21002401
21002402,战役-第10章-第02关-4星-战魂,210024,10000,21002402
21002501,战役-第10章-第02关-5星-铜币,210025,10000,21002501
21002502,战役-第10章-第02关-5星-战魂,210025,10000,21002502
21003101,战役-第10章-第03关-1星-铜币,210031,10000,21003101
21003102,战役-第10章-第03关-1星-战魂,210031,10000,21003102
21003201,战役-第10章-第03关-2星-铜币,210032,10000,21003201
21003202,战役-第10章-第03关-2星-战魂,210032,10000,21003202
21003301,战役-第10章-第03关-3星-铜币,210033,10000,21003301
21003302,战役-第10章-第03关-3星-战魂,210033,10000,21003302
21003401,战役-第10章-第03关-4星-铜币,210034,10000,21003401
21003402,战役-第10章-第03关-4星-战魂,210034,10000,21003402
21003501,战役-第10章-第03关-5星-铜币,210035,10000,21003501
21003502,战役-第10章-第03关-5星-战魂,210035,10000,21003502
21004101,战役-第10章-第04关-1星-铜币,210041,10000,21004101
21004102,战役-第10章-第04关-1星-战魂,210041,10000,21004102
21004201,战役-第10章-第04关-2星-铜币,210042,10000,21004201
21004202,战役-第10章-第04关-2星-战魂,210042,10000,21004202
21004301,战役-第10章-第04关-3星-铜币,210043,10000,21004301
21004302,战役-第10章-第04关-3星-战魂,210043,10000,21004302
21004401,战役-第10章-第04关-4星-铜币,210044,10000,21004401
21004402,战役-第10章-第04关-4星-战魂,210044,10000,21004402
21004501,战役-第10章-第04关-5星-铜币,210045,10000,21004501
21004502,战役-第10章-第04关-5星-战魂,210045,10000,21004502
21005101,战役-第10章-第05关-1星-铜币,210051,10000,21005101
21005102,战役-第10章-第05关-1星-战魂,210051,10000,21005102
21005201,战役-第10章-第05关-2星-铜币,210052,10000,21005201
21005202,战役-第10章-第05关-2星-战魂,210052,10000,21005202
21005301,战役-第10章-第05关-3星-铜币,210053,10000,21005301
21005302,战役-第10章-第05关-3星-战魂,210053,10000,21005302
21005401,战役-第10章-第05关-4星-铜币,210054,10000,21005401
21005402,战役-第10章-第05关-4星-战魂,210054,10000,21005402
21005501,战役-第10章-第05关-5星-铜币,210055,10000,21005501
21005502,战役-第10章-第05关-5星-战魂,210055,10000,21005502
21101101,战役-第11章-第01关-1星-铜币,211011,10000,21101101
21101102,战役-第11章-第01关-1星-战魂,211011,10000,21101102
21101201,战役-第11章-第01关-2星-铜币,211012,10000,21101201
21101202,战役-第11章-第01关-2星-战魂,211012,10000,21101202
21101301,战役-第11章-第01关-3星-铜币,211013,10000,21101301
21101302,战役-第11章-第01关-3星-战魂,211013,10000,21101302
21101401,战役-第11章-第01关-4星-铜币,211014,10000,21101401
21101402,战役-第11章-第01关-4星-战魂,211014,10000,21101402
21101501,战役-第11章-第01关-5星-铜币,211015,10000,21101501
21101502,战役-第11章-第01关-5星-战魂,211015,10000,21101502
21102101,战役-第11章-第02关-1星-铜币,211021,10000,21102101
21102102,战役-第11章-第02关-1星-战魂,211021,10000,21102102
21102201,战役-第11章-第02关-2星-铜币,211022,10000,21102201
21102202,战役-第11章-第02关-2星-战魂,211022,10000,21102202
21102301,战役-第11章-第02关-3星-铜币,211023,10000,21102301
21102302,战役-第11章-第02关-3星-战魂,211023,10000,21102302
21102401,战役-第11章-第02关-4星-铜币,211024,10000,21102401
21102402,战役-第11章-第02关-4星-战魂,211024,10000,21102402
21102501,战役-第11章-第02关-5星-铜币,211025,10000,21102501
21102502,战役-第11章-第02关-5星-战魂,211025,10000,21102502
21103101,战役-第11章-第03关-1星-铜币,211031,10000,21103101
21103102,战役-第11章-第03关-1星-战魂,211031,10000,21103102
21103201,战役-第11章-第03关-2星-铜币,211032,10000,21103201
21103202,战役-第11章-第03关-2星-战魂,211032,10000,21103202
21103301,战役-第11章-第03关-3星-铜币,211033,10000,21103301
21103302,战役-第11章-第03关-3星-战魂,211033,10000,21103302
21103401,战役-第11章-第03关-4星-铜币,211034,10000,21103401
21103402,战役-第11章-第03关-4星-战魂,211034,10000,21103402
21103501,战役-第11章-第03关-5星-铜币,211035,10000,21103501
21103502,战役-第11章-第03关-5星-战魂,211035,10000,21103502
21104101,战役-第11章-第04关-1星-铜币,211041,10000,21104101
21104102,战役-第11章-第04关-1星-战魂,211041,10000,21104102
21104201,战役-第11章-第04关-2星-铜币,211042,10000,21104201
21104202,战役-第11章-第04关-2星-战魂,211042,10000,21104202
21104301,战役-第11章-第04关-3星-铜币,211043,10000,21104301
21104302,战役-第11章-第04关-3星-战魂,211043,10000,21104302
21104401,战役-第11章-第04关-4星-铜币,211044,10000,21104401
21104402,战役-第11章-第04关-4星-战魂,211044,10000,21104402
21104501,战役-第11章-第04关-5星-铜币,211045,10000,21104501
21104502,战役-第11章-第04关-5星-战魂,211045,10000,21104502
21105101,战役-第11章-第05关-1星-铜币,211051,10000,21105101
21105102,战役-第11章-第05关-1星-战魂,211051,10000,21105102
21105201,战役-第11章-第05关-2星-铜币,211052,10000,21105201
21105202,战役-第11章-第05关-2星-战魂,211052,10000,21105202
21105301,战役-第11章-第05关-3星-铜币,211053,10000,21105301
21105302,战役-第11章-第05关-3星-战魂,211053,10000,21105302
21105401,战役-第11章-第05关-4星-铜币,211054,10000,21105401
21105402,战役-第11章-第05关-4星-战魂,211054,10000,21105402
21105501,战役-第11章-第05关-5星-铜币,211055,10000,21105501
21105502,战役-第11章-第05关-5星-战魂,211055,10000,21105502
21201101,战役-第12章-第01关-1星-铜币,212011,10000,21201101
21201102,战役-第12章-第01关-1星-战魂,212011,10000,21201102
21201201,战役-第12章-第01关-2星-铜币,212012,10000,21201201
21201202,战役-第12章-第01关-2星-战魂,212012,10000,21201202
21201301,战役-第12章-第01关-3星-铜币,212013,10000,21201301
21201302,战役-第12章-第01关-3星-战魂,212013,10000,21201302
21201401,战役-第12章-第01关-4星-铜币,212014,10000,21201401
21201402,战役-第12章-第01关-4星-战魂,212014,10000,21201402
21201501,战役-第12章-第01关-5星-铜币,212015,10000,21201501
21201502,战役-第12章-第01关-5星-战魂,212015,10000,21201502
21202101,战役-第12章-第02关-1星-铜币,212021,10000,21202101
21202102,战役-第12章-第02关-1星-战魂,212021,10000,21202102
21202201,战役-第12章-第02关-2星-铜币,212022,10000,21202201
21202202,战役-第12章-第02关-2星-战魂,212022,10000,21202202
21202301,战役-第12章-第02关-3星-铜币,212023,10000,21202301
21202302,战役-第12章-第02关-3星-战魂,212023,10000,21202302
21202401,战役-第12章-第02关-4星-铜币,212024,10000,21202401
21202402,战役-第12章-第02关-4星-战魂,212024,10000,21202402
21202501,战役-第12章-第02关-5星-铜币,212025,10000,21202501
21202502,战役-第12章-第02关-5星-战魂,212025,10000,21202502
21203101,战役-第12章-第03关-1星-铜币,212031,10000,21203101
21203102,战役-第12章-第03关-1星-战魂,212031,10000,21203102
21203201,战役-第12章-第03关-2星-铜币,212032,10000,21203201
21203202,战役-第12章-第03关-2星-战魂,212032,10000,21203202
21203301,战役-第12章-第03关-3星-铜币,212033,10000,21203301
21203302,战役-第12章-第03关-3星-战魂,212033,10000,21203302
21203401,战役-第12章-第03关-4星-铜币,212034,10000,21203401
21203402,战役-第12章-第03关-4星-战魂,212034,10000,21203402
21203501,战役-第12章-第03关-5星-铜币,212035,10000,21203501
21203502,战役-第12章-第03关-5星-战魂,212035,10000,21203502
21204101,战役-第12章-第04关-1星-铜币,212041,10000,21204101
21204102,战役-第12章-第04关-1星-战魂,212041,10000,21204102
21204201,战役-第12章-第04关-2星-铜币,212042,10000,21204201
21204202,战役-第12章-第04关-2星-战魂,212042,10000,21204202
21204301,战役-第12章-第04关-3星-铜币,212043,10000,21204301
21204302,战役-第12章-第04关-3星-战魂,212043,10000,21204302
21204401,战役-第12章-第04关-4星-铜币,212044,10000,21204401
21204402,战役-第12章-第04关-4星-战魂,212044,10000,21204402
21204501,战役-第12章-第04关-5星-铜币,212045,10000,21204501
21204502,战役-第12章-第04关-5星-战魂,212045,10000,21204502
21205101,战役-第12章-第05关-1星-铜币,212051,10000,21205101
21205102,战役-第12章-第05关-1星-战魂,212051,10000,21205102
21205201,战役-第12章-第05关-2星-铜币,212052,10000,21205201
21205202,战役-第12章-第05关-2星-战魂,212052,10000,21205202
21205301,战役-第12章-第05关-3星-铜币,212053,10000,21205301
21205302,战役-第12章-第05关-3星-战魂,212053,10000,21205302
21205401,战役-第12章-第05关-4星-铜币,212054,10000,21205401
21205402,战役-第12章-第05关-4星-战魂,212054,10000,21205402
21205501,战役-第12章-第05关-5星-铜币,212055,10000,21205501
21205502,战役-第12章-第05关-5星-战魂,212055,10000,21205502
21301101,战役-第13章-第01关-1星-铜币,213011,10000,21301101
21301102,战役-第13章-第01关-1星-战魂,213011,10000,21301102
21301201,战役-第13章-第01关-2星-铜币,213012,10000,21301201
21301202,战役-第13章-第01关-2星-战魂,213012,10000,21301202
21301301,战役-第13章-第01关-3星-铜币,213013,10000,21301301
21301302,战役-第13章-第01关-3星-战魂,213013,10000,21301302
21301401,战役-第13章-第01关-4星-铜币,213014,10000,21301401
21301402,战役-第13章-第01关-4星-战魂,213014,10000,21301402
21301501,战役-第13章-第01关-5星-铜币,213015,10000,21301501
21301502,战役-第13章-第01关-5星-战魂,213015,10000,21301502
21302101,战役-第13章-第02关-1星-铜币,213021,10000,21302101
21302102,战役-第13章-第02关-1星-战魂,213021,10000,21302102
21302201,战役-第13章-第02关-2星-铜币,213022,10000,21302201
21302202,战役-第13章-第02关-2星-战魂,213022,10000,21302202
21302301,战役-第13章-第02关-3星-铜币,213023,10000,21302301
21302302,战役-第13章-第02关-3星-战魂,213023,10000,21302302
21302401,战役-第13章-第02关-4星-铜币,213024,10000,21302401
21302402,战役-第13章-第02关-4星-战魂,213024,10000,21302402
21302501,战役-第13章-第02关-5星-铜币,213025,10000,21302501
21302502,战役-第13章-第02关-5星-战魂,213025,10000,21302502
21303101,战役-第13章-第03关-1星-铜币,213031,10000,21303101
21303102,战役-第13章-第03关-1星-战魂,213031,10000,21303102
21303201,战役-第13章-第03关-2星-铜币,213032,10000,21303201
21303202,战役-第13章-第03关-2星-战魂,213032,10000,21303202
21303301,战役-第13章-第03关-3星-铜币,213033,10000,21303301
21303302,战役-第13章-第03关-3星-战魂,213033,10000,21303302
21303401,战役-第13章-第03关-4星-铜币,213034,10000,21303401
21303402,战役-第13章-第03关-4星-战魂,213034,10000,21303402
21303501,战役-第13章-第03关-5星-铜币,213035,10000,21303501
21303502,战役-第13章-第03关-5星-战魂,213035,10000,21303502
21304101,战役-第13章-第04关-1星-铜币,213041,10000,21304101
21304102,战役-第13章-第04关-1星-战魂,213041,10000,21304102
21304201,战役-第13章-第04关-2星-铜币,213042,10000,21304201
21304202,战役-第13章-第04关-2星-战魂,213042,10000,21304202
21304301,战役-第13章-第04关-3星-铜币,213043,10000,21304301
21304302,战役-第13章-第04关-3星-战魂,213043,10000,21304302
21304401,战役-第13章-第04关-4星-铜币,213044,10000,21304401
21304402,战役-第13章-第04关-4星-战魂,213044,10000,21304402
21304501,战役-第13章-第04关-5星-铜币,213045,10000,21304501
21304502,战役-第13章-第04关-5星-战魂,213045,10000,21304502
21305101,战役-第13章-第05关-1星-铜币,213051,10000,21305101
21305102,战役-第13章-第05关-1星-战魂,213051,10000,21305102
21305201,战役-第13章-第05关-2星-铜币,213052,10000,21305201
21305202,战役-第13章-第05关-2星-战魂,213052,10000,21305202
21305301,战役-第13章-第05关-3星-铜币,213053,10000,21305301
21305302,战役-第13章-第05关-3星-战魂,213053,10000,21305302
21305401,战役-第13章-第05关-4星-铜币,213054,10000,21305401
21305402,战役-第13章-第05关-4星-战魂,213054,10000,21305402
21305501,战役-第13章-第05关-5星-铜币,213055,10000,21305501
21305502,战役-第13章-第05关-5星-战魂,213055,10000,21305502
21401101,战役-第14章-第01关-1星-铜币,214011,10000,21401101
21401102,战役-第14章-第01关-1星-战魂,214011,10000,21401102
21401201,战役-第14章-第01关-2星-铜币,214012,10000,21401201
21401202,战役-第14章-第01关-2星-战魂,214012,10000,21401202
21401301,战役-第14章-第01关-3星-铜币,214013,10000,21401301
21401302,战役-第14章-第01关-3星-战魂,214013,10000,21401302
21401401,战役-第14章-第01关-4星-铜币,214014,10000,21401401
21401402,战役-第14章-第01关-4星-战魂,214014,10000,21401402
21401501,战役-第14章-第01关-5星-铜币,214015,10000,21401501
21401502,战役-第14章-第01关-5星-战魂,214015,10000,21401502
21402101,战役-第14章-第02关-1星-铜币,214021,10000,21402101
21402102,战役-第14章-第02关-1星-战魂,214021,10000,21402102
21402201,战役-第14章-第02关-2星-铜币,214022,10000,21402201
21402202,战役-第14章-第02关-2星-战魂,214022,10000,21402202
21402301,战役-第14章-第02关-3星-铜币,214023,10000,21402301
21402302,战役-第14章-第02关-3星-战魂,214023,10000,21402302
21402401,战役-第14章-第02关-4星-铜币,214024,10000,21402401
21402402,战役-第14章-第02关-4星-战魂,214024,10000,21402402
21402501,战役-第14章-第02关-5星-铜币,214025,10000,21402501
21402502,战役-第14章-第02关-5星-战魂,214025,10000,21402502
